AGENCIA,CONTA,BANCO,TITULAR,OPERACAO,DATAHORA,VALOR
1053,0102,SANTANDER,ANA,DEPOSITO,2022-02-04T16:37:30,777.39
1013,6242,BRADESCO,FELIPE,DEPOSITO,2022-02-02T04:41:05,781.14
1083,0227,ITAU,CRISTINA,DEPOSITO,2022-02-04T22:14:27,977.96
1085,5452,SANTANDER,ANA,DEPOSITO,2022-02-10T20:20:10,461.47
1090,9986,NUBANK,CLARA,DEPOSITO,2022-02-06T14:01:10,694.08
1043,8277,BB,LUCIA,DEPOSITO,2022-02-05T10:55:33,542.02
1022,3871,SANTANDER,ANA,DEPOSITO,2022-02-05T00:32:58,380.44
1100,3251,SANTANDER,ANA,SAQUE,2022-02-10T07:51:14,670.09
1031,4392,BRADESCO,FELIPE,SAQUE,2022-02-11T13:52:22,580.84
1011,4392,BRADESCO,FELIPE,SAQUE,2022-02-11T13:52:22,580.84
1095,0615,NUBANK,CRISTINA,SAQUE,2022-02-10T05:48:51,923.8
1075,0102,SANTANDER,ANA,DEPOSITO,2022-02-04T16:37:30,777.39
1044,8476,NUBANK,JOAO,DEPOSITO,2022-02-02T23:09:57,309.22
1053,5941,ITAU,ANA,DEPOSITO,2022-02-06T05:34:01,980.1
1084,5212,ITAU,FELIPE,DEPOSITO,2022-02-10T05:50:50,555.84
1079,0059,BRADESCO,MARCELO,SAQUE,2022-02-06T12:10:18,180.37
1028,9121,SANTANDER,JOAO,SAQUE,2022-02-05T23:03:30,177.26
1075,7895,BRADESCO,CRISTINA,DEPOSITO,2022-02-12T09:20:43,10.72
1005,9769,NUBANK,LUCIA,DEPOSITO,2022-02-02T19:36:00,904.27
1054,7571,BRADESCO,ANA,SAQUE,2022-02-11T18:54:00,862.54
1059,6465,SANTANDER,MARCELO,DEPOSITO,2022-02-03T15:26:35,555.1
1034,9769,NUBANK,LUCIA,DEPOSITO,2022-02-02T19:36:00,904.27
1071,9769,NUBANK,LUCIA,DEPOSITO,2022-02-02T19:36:00,904.27
1026,1597,BRADESCO,PEDRO,DEPOSITO,2022-02-04T16:30:47,297.43
1058,5027,NUBANK,CRISTINA,SAQUE,2022-02-06T06:15:26,690.18
1055,4404,NUBANK,CLARA,SAQUE,2022-02-08T20:59:39,393.31
1007,4134,ITAU,MARCELO,SAQUE,2022-02-08T01:11:47,277.31
1042,0222,ITAU,FELIPE,DEPOSITO,2022-02-09T21:30:20,73.29
1045,7571,BRADESCO,ANA,SAQUE,2022-02-11T18:54:00,862.54
1079,0502,BB,CLARA,DEPOSITO,2022-02-06T09:07:37,390.52
1058,1791,NUBANK,JOAO,DEPOSITO,2022-02-11T15:21:35,487.32
1083,4472,NUBANK,LUCIA,SAQUE,2022-02-05T09:45:02,275.91
1100,0102,SANTANDER,ANA,DEPOSITO,2022-02-04T16:37:30,777.39
1071,2288,ITAU,PEDRO,SAQUE,2022-02-10T16:52:41,600.34
1067,5913,ITAU,CLARA,DEPOSITO,2022-02-07T16:13:37,460.42
1057,3333,ITAU,MARCELO,DEPOSITO,2022-02-11T17:17:05,664.5
1023,4871,ITAU,PEDRO,DEPOSITO,2022-02-06T03:27:53,211.28
1087,4078,BB,FELIPE,SAQUE,2022-02-09T06:41:23,811.05
1025,8476,NUBANK,JOAO,DEPOSITO,2022-02-02T23:09:57,309.22
1096,0227,ITAU,CRISTINA,DEPOSITO,2022-02-04T22:14:27,977.96
1059,1175,BB,FELIPE,SAQUE,2022-02-05T18:35:12,846.24
1086,5027,NUBANK,CRISTINA,SAQUE,2022-02-06T06:15:26,690.18
1070,5343,SANTANDER,JOAO,SAQUE,2022-02-02T05:25:21,306.79
1079,6980,SANTANDER,CRISTINA,DEPOSITO,2022-02-03T02:45:02,639.61
1064,4924,BRADESCO,LUCIA,SAQUE,2022-02-06T08:05:18,984.46
1096,8950,SANTANDER,MARCELO,SAQUE,2022-02-08T17:20:56,850.56
1063,3342,BB,ANA,DEPOSITO,2022-02-04T19:36:33,991.56
1088,6449,BB,FELIPE,SAQUE,2022-02-04T18:16:10,647.3
1045,3952,NUBANK,PEDRO,DEPOSITO,2022-02-03T22:27:56,536.13
1098,7498,NUBANK,LUCIA,DEPOSITO,2022-02-06T17:57:24,543.03
1068,7138,NUBANK,JOAO,SAQUE,2022-02-07T10:44:11,529.51
1098,0852,SANTANDER,FELIPE,DEPOSITO,2022-02-04T06:14:01,601.87
1002,3871,SANTANDER,ANA,DEPOSITO,2022-02-05T00:32:58,380.44
1076,4211,NUBANK,LUCIA,DEPOSITO,2022-02-03T10:40:18,446.44
1100,0511,SANTANDER,CLARA,SAQUE,2022-02-03T11:42:39,183.73
1070,7138,NUBANK,JOAO,SAQUE,2022-02-07T10:44:11,529.51
1100,7061,BRADESCO,FELIPE,DEPOSITO,2022-02-11T12:48:19,402.85
1007,0227,ITAU,CRISTINA,DEPOSITO,2022-02-04T22:14:27,977.96
1090,9421,BRADESCO,JOAO,DEPOSITO,2022-02-05T08:27:28,309.95
1020,3599,NUBANK,JOAO,SAQUE,2022-02-10T21:41:20,742.12
1025,9769,NUBANK,LUCIA,DEPOSITO,2022-02-02T19:36:00,904.27
1008,6622,BRADESCO,LUCIA,DEPOSITO,2022-02-01T17:56:55,756.05
1034,8459,SANTANDER,MARCELO,SAQUE,2022-02-01T06:05:38,155.79
1023,0838,ITAU,JOAO,SAQUE,2022-02-04T08:19:19,771.65
1083,1175,BB,FELIPE,SAQUE,2022-02-05T18:35:12,846.24
1018,2537,NUBANK,MARCELO,SAQUE,2022-02-04T05:18:55,336.41
1072,7988,NUBANK,ANA,DEPOSITO,2022-02-11T06:31:32,498.12
1079,6891,BRADESCO,MARCELO,SAQUE,2022-02-08T01:30:32,993.66
1012,3599,NUBANK,JOAO,SAQUE,2022-02-10T21:41:20,742.12
1062,8340,BB,CLARA,SAQUE,2022-02-08T19:26:01,392.06
1052,8539,NUBANK,MARCELO,DEPOSITO,2022-02-05T16:07:58,951.35
1087,0496,ITAU,JOAO,DEPOSITO,2022-02-07T06:22:36,535.0
1026,0737,NUBANK,PEDRO,DEPOSITO,2022-02-08T19:48:09,572.34
1017,0603,BB,CRISTINA,DEPOSITO,2022-02-08T09:27:35,432.5
1036,4871,ITAU,PEDRO,DEPOSITO,2022-02-06T03:27:53,211.28
1009,2121,BB,PEDRO,DEPOSITO,2022-02-05T13:46:18,626.96
1059,5212,ITAU,FELIPE,DEPOSITO,2022-02-10T05:50:50,555.84
1088,0603,BB,CRISTINA,DEPOSITO,2022-02-08T09:27:35,432.5
1077,9390,ITAU,PEDRO,SAQUE,2022-02-09T15:40:56,148.84
1069,0852,SANTANDER,FELIPE,DEPOSITO,2022-02-04T06:14:01,601.87
1054,8950,SANTANDER,MARCELO,SAQUE,2022-02-08T17:20:56,850.56
1053,6088,ITAU,LUCIA,SAQUE,2022-02-11T01:37:31,707.05
1062,5212,ITAU,FELIPE,DEPOSITO,2022-02-10T05:50:50,555.84
1062,5027,NUBANK,CRISTINA,SAQUE,2022-02-06T06:15:26,690.18
1007,9778,SANTANDER,FELIPE,DEPOSITO,2022-02-08T14:48:04,368.63
1036,0535,SANTANDER,LUCIA,DEPOSITO,2022-02-10T21:30:19,103.2
1046,1453,BB,PEDRO,DEPOSITO,2022-02-06T13:15:28,228.68
1081,4078,BB,FELIPE,SAQUE,2022-02-09T06:41:23,811.05
1082,8476,NUBANK,JOAO,DEPOSITO,2022-02-02T23:09:57,309.22
1049,4700,SANTANDER,FELIPE,DEPOSITO,2022-02-05T07:32:23,103.59
1025,4392,BRADESCO,FELIPE,SAQUE,2022-02-11T13:52:22,580.84
1074,6242,BRADESCO,FELIPE,DEPOSITO,2022-02-02T04:41:05,781.14
1057,6322,ITAU,JOAO,SAQUE,2022-02-09T00:01:54,814.32
1037,3333,ITAU,MARCELO,DEPOSITO,2022-02-11T17:17:05,664.5
1092,8950,SANTANDER,MARCELO,SAQUE,2022-02-08T17:20:56,850.56
1037,0222,ITAU,FELIPE,DEPOSITO,2022-02-09T21:30:20,73.29
1055,2121,BB,PEDRO,DEPOSITO,2022-02-05T13:46:18,626.96
1076,6622,BRADESCO,LUCIA,DEPOSITO,2022-02-01T17:56:55,756.05
1073,8476,NUBANK,JOAO,DEPOSITO,2022-02-02T23:09:57,309.22
1010,6980,SANTANDER,CRISTINA,DEPOSITO,2022-02-03T02:45:02,639.61
1088,5027,NUBANK,CRISTINA,SAQUE,2022-02-06T06:15:26,690.18
1043,5331,BRADESCO,MARCELO,SAQUE,2022-02-05T22:40:28,183.67
1045,4472,NUBANK,LUCIA,SAQUE,2022-02-05T09:45:02,275.91
1059,9769,NUBANK,LUCIA,DEPOSITO,2022-02-02T19:36:00,904.27
1036,9915,ITAU,CRISTINA,SAQUE,2022-02-06T21:56:14,682.24
1082,2121,BB,PEDRO,DEPOSITO,2022-02-05T13:46:18,626.96
1013,4658,BB,MARCELO,SAQUE,2022-02-07T14:29:48,745.91
1091,0102,SANTANDER,ANA,DEPOSITO,2022-02-04T16:37:30,777.39
1074,2648,SANTANDER,LUCIA,DEPOSITO,2022-02-09T00:02:24,660.55
1002,1175,BB,FELIPE,SAQUE,2022-02-05T18:35:12,846.24
1089,4134,ITAU,MARCELO,SAQUE,2022-02-08T01:11:47,277.31
1068,5331,BRADESCO,MARCELO,SAQUE,2022-02-05T22:40:28,183.67
1069,0222,ITAU,FELIPE,DEPOSITO,2022-02-09T21:30:20,73.29
1099,3962,BB,CRISTINA,SAQUE,2022-02-10T02:21:13,920.94
1067,0511,SANTANDER,CLARA,SAQUE,2022-02-03T11:42:39,183.73
1025,3333,ITAU,MARCELO,DEPOSITO,2022-02-11T17:17:05,664.5
1074,5941,ITAU,ANA,DEPOSITO,2022-02-06T05:34:01,980.1
1083,7895,BRADESCO,CRISTINA,DEPOSITO,2022-02-12T09:20:43,10.72
1098,1175,BB,FELIPE,SAQUE,2022-02-05T18:35:12,846.24
1045,0502,BB,CLARA,DEPOSITO,2022-02-06T09:07:37,390.52
1073,9121,SANTANDER,JOAO,SAQUE,2022-02-05T23:03:30,177.26
1033,6449,BB,FELIPE,SAQUE,2022-02-04T18:16:10,647.3
1082,7988,NUBANK,ANA,DEPOSITO,2022-02-11T06:31:32,498.12
1035,2537,NUBANK,MARCELO,SAQUE,2022-02-04T05:18:55,336.41
1020,4695,SANTANDER,PEDRO,DEPOSITO,2022-02-06T19:40:32,85.46
1013,3251,SANTANDER,ANA,SAQUE,2022-02-10T07:51:14,670.09
1070,6322,ITAU,JOAO,SAQUE,2022-02-09T00:01:54,814.32
1008,9660,BB,ANA,DEPOSITO,2022-02-05T21:45:02,506.26
1098,0737,NUBANK,PEDRO,DEPOSITO,2022-02-08T19:48:09,572.34
1006,6980,SANTANDER,CRISTINA,DEPOSITO,2022-02-03T02:45:02,639.61
1051,2121,BB,PEDRO,DEPOSITO,2022-02-05T13:46:18,626.96
1020,9390,ITAU,PEDRO,SAQUE,2022-02-09T15:40:56,148.84
1038,8888,BB,MARCELO,SAQUE,2022-02-10T12:36:12,649.02
1032,3879,SANTANDER,JOAO,SAQUE,2022-02-07T17:30:50,858.37
1001,9660,BB,ANA,DEPOSITO,2022-02-05T21:45:02,506.26
1011,1114,ITAU,MARCELO,SAQUE,2022-02-06T19:33:53,167.48
1057,9660,BB,ANA,DEPOSITO,2022-02-05T21:45:02,506.26
1078,4871,ITAU,PEDRO,DEPOSITO,2022-02-06T03:27:53,211.28
1031,8340,BB,CLARA,SAQUE,2022-02-08T19:26:01,392.06
1049,8539,NUBANK,MARCELO,DEPOSITO,2022-02-05T16:07:58,951.35
1092,4341,SANTANDER,CRISTINA,SAQUE,2022-02-05T06:32:14,396.22
1038,5452,SANTANDER,ANA,DEPOSITO,2022-02-10T20:20:10,461.47
1098,9778,SANTANDER,FELIPE,DEPOSITO,2022-02-08T14:48:04,368.63
1088,8854,ITAU,MARCELO,DEPOSITO,2022-02-03T21:27:07,133.59
1024,6449,BB,FELIPE,SAQUE,2022-02-04T18:16:10,647.3
1041,2537,NUBANK,MARCELO,SAQUE,2022-02-04T05:18:55,336.41
1015,3879,SANTANDER,JOAO,SAQUE,2022-02-07T17:30:50,858.37
1092,4472,NUBANK,LUCIA,SAQUE,2022-02-05T09:45:02,275.91
1035,3871,SANTANDER,ANA,DEPOSITO,2022-02-05T00:32:58,380.44
1079,4296,SANTANDER,PEDRO,SAQUE,2022-02-09T15:38:59,749.74
1063,2648,SANTANDER,LUCIA,DEPOSITO,2022-02-09T00:02:24,660.55
1091,0603,BB,CRISTINA,DEPOSITO,2022-02-08T09:27:35,432.5
1029,2648,SANTANDER,LUCIA,DEPOSITO,2022-02-09T00:02:24,660.55
1030,5027,NUBANK,CRISTINA,SAQUE,2022-02-06T06:15:26,690.18
1071,9986,NUBANK,CLARA,DEPOSITO,2022-02-06T14:01:10,694.08
1060,3133,BB,ANA,SAQUE,2022-02-03T15:59:07,778.58
1073,4700,SANTANDER,FELIPE,DEPOSITO,2022-02-05T07:32:23,103.59
1095,5212,ITAU,FELIPE,DEPOSITO,2022-02-10T05:50:50,555.84
1085,6088,ITAU,LUCIA,SAQUE,2022-02-11T01:37:31,707.05
1072,8340,BB,CLARA,SAQUE,2022-02-08T19:26:01,392.06
1044,3451,NUBANK,PEDRO,SAQUE,2022-02-09T22:48:53,720.08
1064,9979,BB,LUCIA,DEPOSITO,2022-02-12T04:19:30,551.4
1026,9660,BB,ANA,DEPOSITO,2022-02-05T21:45:02,506.26
1016,6732,BB,PEDRO,DEPOSITO,2022-02-09T08:45:42,674.19
1072,8258,SANTANDER,FELIPE,SAQUE,2022-02-08T13:31:54,368.04
1061,6465,SANTANDER,MARCELO,DEPOSITO,2022-02-03T15:26:35,555.1
1077,5343,SANTANDER,JOAO,SAQUE,2022-02-02T05:25:21,306.79
1091,0496,ITAU,JOAO,DEPOSITO,2022-02-07T06:22:36,535.0
1081,4924,BRADESCO,LUCIA,SAQUE,2022-02-06T08:05:18,984.46
1063,9778,SANTANDER,FELIPE,DEPOSITO,2022-02-08T14:48:04,368.63
1067,6158,NUBANK,MARCELO,DEPOSITO,2022-02-05T20:00:26,514.46
1029,3251,SANTANDER,ANA,SAQUE,2022-02-10T07:51:14,670.09
1067,9940,BB,CLARA,DEPOSITO,2022-02-11T22:22:37,30.63
1089,7138,NUBANK,JOAO,SAQUE,2022-02-07T10:44:11,529.51
1094,8539,NUBANK,MARCELO,DEPOSITO,2022-02-05T16:07:58,951.35
1079,9390,ITAU,PEDRO,SAQUE,2022-02-09T15:40:56,148.84
1015,3599,NUBANK,JOAO,SAQUE,2022-02-10T21:41:20,742.12
1070,8950,SANTANDER,MARCELO,SAQUE,2022-02-08T17:20:56,850.56
1084,6889,NUBANK,JOAO,SAQUE,2022-02-01T23:07:45,744.61
1087,0228,NUBANK,FELIPE,DEPOSITO,2022-02-05T16:39:44,534.13
1092,5452,SANTANDER,ANA,DEPOSITO,2022-02-10T20:20:10,461.47
1047,8459,SANTANDER,MARCELO,SAQUE,2022-02-01T06:05:38,155.79
1025,9915,ITAU,CRISTINA,SAQUE,2022-02-06T21:56:14,682.24
1031,2288,ITAU,PEDRO,SAQUE,2022-02-10T16:52:41,600.34
1075,1172,BB,MARCELO,SAQUE,2022-02-01T09:22:59,234.8
1072,6756,SANTANDER,CRISTINA,SAQUE,2022-02-04T18:33:33,45.9
1080,8340,BB,CLARA,SAQUE,2022-02-08T19:26:01,392.06
1091,3879,SANTANDER,JOAO,SAQUE,2022-02-07T17:30:50,858.37
1076,4658,BB,MARCELO,SAQUE,2022-02-07T14:29:48,745.91
1099,0222,ITAU,FELIPE,DEPOSITO,2022-02-09T21:30:20,73.29
1019,6622,BRADESCO,LUCIA,DEPOSITO,2022-02-01T17:56:55,756.05
1031,4658,BB,MARCELO,SAQUE,2022-02-07T14:29:48,745.91
1032,2262,BB,LUCIA,SAQUE,2022-02-12T10:31:13,414.98
1095,8258,SANTANDER,FELIPE,SAQUE,2022-02-08T13:31:54,368.04
1070,4211,NUBANK,LUCIA,DEPOSITO,2022-02-03T10:40:18,446.44
1047,2121,BB,PEDRO,DEPOSITO,2022-02-05T13:46:18,626.96
1020,2262,BB,LUCIA,SAQUE,2022-02-12T10:31:13,414.98
1098,2537,NUBANK,MARCELO,SAQUE,2022-02-04T05:18:55,336.41
1053,2121,BB,PEDRO,DEPOSITO,2022-02-05T13:46:18,626.96
1041,9664,ITAU,CRISTINA,DEPOSITO,2022-02-06T05:13:43,731.33
1019,9660,BB,ANA,DEPOSITO,2022-02-05T21:45:02,506.26
1033,3952,NUBANK,PEDRO,DEPOSITO,2022-02-03T22:27:56,536.13
1020,8277,BB,LUCIA,DEPOSITO,2022-02-05T10:55:33,542.02
1011,5452,SANTANDER,ANA,DEPOSITO,2022-02-10T20:20:10,461.47
1031,6322,ITAU,JOAO,SAQUE,2022-02-09T00:01:54,814.32
1020,9940,BB,CLARA,DEPOSITO,2022-02-11T22:22:37,30.63
1037,0502,BB,CLARA,DEPOSITO,2022-02-06T09:07:37,390.52
1034,2262,BB,LUCIA,SAQUE,2022-02-12T10:31:13,414.98
1063,1597,BRADESCO,PEDRO,DEPOSITO,2022-02-04T16:30:47,297.43
1040,0502,BB,CLARA,DEPOSITO,2022-02-06T09:07:37,390.52
1082,0228,NUBANK,FELIPE,DEPOSITO,2022-02-05T16:39:44,534.13
1049,6449,BB,FELIPE,SAQUE,2022-02-04T18:16:10,647.3
1091,9940,BB,CLARA,DEPOSITO,2022-02-11T22:22:37,30.63
1091,9769,NUBANK,LUCIA,DEPOSITO,2022-02-02T19:36:00,904.27
1073,4296,SANTANDER,PEDRO,SAQUE,2022-02-09T15:38:59,749.74
1029,7498,NUBANK,LUCIA,DEPOSITO,2022-02-06T17:57:24,543.03
1037,8854,ITAU,MARCELO,DEPOSITO,2022-02-03T21:27:07,133.59
1092,9121,SANTANDER,JOAO,SAQUE,2022-02-05T23:03:30,177.26
1047,4296,SANTANDER,PEDRO,SAQUE,2022-02-09T15:38:59,749.74
1072,0469,BB,CLARA,SAQUE,2022-02-10T13:31:53,630.3
1032,3871,SANTANDER,ANA,DEPOSITO,2022-02-05T00:32:58,380.44
1040,8950,SANTANDER,MARCELO,SAQUE,2022-02-08T17:20:56,850.56
1072,4296,SANTANDER,PEDRO,SAQUE,2022-02-09T15:38:59,749.74
1095,4341,SANTANDER,CRISTINA,SAQUE,2022-02-05T06:32:14,396.22
1017,6622,BRADESCO,LUCIA,DEPOSITO,2022-02-01T17:56:55,756.05
1034,1175,BB,FELIPE,SAQUE,2022-02-05T18:35:12,846.24
1010,6732,BB,PEDRO,DEPOSITO,2022-02-09T08:45:42,674.19
1058,2262,BB,LUCIA,SAQUE,2022-02-12T10:31:13,414.98
1025,6622,BRADESCO,LUCIA,DEPOSITO,2022-02-01T17:56:55,756.05
1015,1791,NUBANK,JOAO,DEPOSITO,2022-02-11T15:21:35,487.32
1067,9986,NUBANK,CLARA,DEPOSITO,2022-02-06T14:01:10,694.08
1064,0852,SANTANDER,FELIPE,DEPOSITO,2022-02-04T06:14:01,601.87
1038,6756,SANTANDER,CRISTINA,SAQUE,2022-02-04T18:33:33,45.9
1092,7895,BRADESCO,CRISTINA,DEPOSITO,2022-02-12T09:20:43,10.72
1031,3333,ITAU,MARCELO,DEPOSITO,2022-02-11T17:17:05,664.5
1079,9979,BB,LUCIA,DEPOSITO,2022-02-12T04:19:30,551.4
1016,2262,BB,LUCIA,SAQUE,2022-02-12T10:31:13,414.98
1030,9778,SANTANDER,FELIPE,DEPOSITO,2022-02-08T14:48:04,368.63
1061,3599,NUBANK,JOAO,SAQUE,2022-02-10T21:41:20,742.12
1069,3123,BRADESCO,ANA,SAQUE,2022-02-11T13:24:34,812.99
1042,4296,SANTANDER,PEDRO,SAQUE,2022-02-09T15:38:59,749.74
1075,7138,NUBANK,JOAO,SAQUE,2022-02-07T10:44:11,529.51
1063,3123,BRADESCO,ANA,SAQUE,2022-02-11T13:24:34,812.99
1083,5941,ITAU,ANA,DEPOSITO,2022-02-06T05:34:01,980.1
1003,3251,SANTANDER,ANA,SAQUE,2022-02-10T07:51:14,670.09
1029,9778,SANTANDER,FELIPE,DEPOSITO,2022-02-08T14:48:04,368.63
1072,9986,NUBANK,CLARA,DEPOSITO,2022-02-06T14:01:10,694.08
1001,9664,ITAU,CRISTINA,DEPOSITO,2022-02-06T05:13:43,731.33
1027,2537,NUBANK,MARCELO,SAQUE,2022-02-04T05:18:55,336.41
1080,3133,BB,ANA,SAQUE,2022-02-03T15:59:07,778.58
1083,3333,ITAU,MARCELO,DEPOSITO,2022-02-11T17:17:05,664.5
1023,4995,SANTANDER,MARCELO,SAQUE,2022-02-12T02:51:04,315.23
1096,3123,BRADESCO,ANA,SAQUE,2022-02-11T13:24:34,812.99
1001,3962,BB,CRISTINA,SAQUE,2022-02-10T02:21:13,920.94
1019,8730,NUBANK,ANA,DEPOSITO,2022-02-11T12:36:04,984.3
1042,1453,BB,PEDRO,DEPOSITO,2022-02-06T13:15:28,228.68
1058,5343,SANTANDER,JOAO,SAQUE,2022-02-02T05:25:21,306.79
1099,5941,ITAU,ANA,DEPOSITO,2022-02-06T05:34:01,980.1
1045,9121,SANTANDER,JOAO,SAQUE,2022-02-05T23:03:30,177.26
1092,6158,NUBANK,MARCELO,DEPOSITO,2022-02-05T20:00:26,514.46
1067,2262,BB,LUCIA,SAQUE,2022-02-12T10:31:13,414.98
1041,6242,BRADESCO,FELIPE,DEPOSITO,2022-02-02T04:41:05,781.14
1058,6756,SANTANDER,CRISTINA,SAQUE,2022-02-04T18:33:33,45.9
1049,0222,ITAU,FELIPE,DEPOSITO,2022-02-09T21:30:20,73.29
1025,6465,SANTANDER,MARCELO,DEPOSITO,2022-02-03T15:26:35,555.1
1021,0059,BRADESCO,MARCELO,SAQUE,2022-02-06T12:10:18,180.37
1028,6322,ITAU,JOAO,SAQUE,2022-02-09T00:01:54,814.32
1098,0535,SANTANDER,LUCIA,DEPOSITO,2022-02-10T21:30:19,103.2
1096,9121,SANTANDER,JOAO,SAQUE,2022-02-05T23:03:30,177.26
1080,3451,NUBANK,PEDRO,SAQUE,2022-02-09T22:48:53,720.08
1020,4924,BRADESCO,LUCIA,SAQUE,2022-02-06T08:05:18,984.46
1096,8539,NUBANK,MARCELO,DEPOSITO,2022-02-05T16:07:58,951.35
1016,0737,NUBANK,PEDRO,DEPOSITO,2022-02-08T19:48:09,572.34
1050,1453,BB,PEDRO,DEPOSITO,2022-02-06T13:15:28,228.68
1018,9390,ITAU,PEDRO,SAQUE,2022-02-09T15:40:56,148.84
1016,6889,NUBANK,JOAO,SAQUE,2022-02-01T23:07:45,744.61
1061,4700,SANTANDER,FELIPE,DEPOSITO,2022-02-05T07:32:23,103.59
1025,4134,ITAU,MARCELO,SAQUE,2022-02-08T01:11:47,277.31
1097,0059,BRADESCO,MARCELO,SAQUE,2022-02-06T12:10:18,180.37
1061,4924,BRADESCO,LUCIA,SAQUE,2022-02-06T08:05:18,984.46
1074,5331,BRADESCO,MARCELO,SAQUE,2022-02-05T22:40:28,183.67
1038,5331,BRADESCO,MARCELO,SAQUE,2022-02-05T22:40:28,183.67
1071,0535,SANTANDER,LUCIA,DEPOSITO,2022-02-10T21:30:19,103.2
1092,2288,ITAU,PEDRO,SAQUE,2022-02-10T16:52:41,600.34
1020,1597,BRADESCO,PEDRO,DEPOSITO,2022-02-04T16:30:47,297.43
1007,4700,SANTANDER,FELIPE,DEPOSITO,2022-02-05T07:32:23,103.59
1018,2262,BB,LUCIA,SAQUE,2022-02-12T10:31:13,414.98
1038,7571,BRADESCO,ANA,SAQUE,2022-02-11T18:54:00,862.54
1087,2648,SANTANDER,LUCIA,DEPOSITO,2022-02-09T00:02:24,660.55
1057,5212,ITAU,FELIPE,DEPOSITO,2022-02-10T05:50:50,555.84
1054,8277,BB,LUCIA,DEPOSITO,2022-02-05T10:55:33,542.02
1055,4078,BB,FELIPE,SAQUE,2022-02-09T06:41:23,811.05
1088,4296,SANTANDER,PEDRO,SAQUE,2022-02-09T15:38:59,749.74
1051,7988,NUBANK,ANA,DEPOSITO,2022-02-11T06:31:32,498.12
1017,6088,ITAU,LUCIA,SAQUE,2022-02-11T01:37:31,707.05
1064,6242,BRADESCO,FELIPE,DEPOSITO,2022-02-02T04:41:05,781.14
1007,1453,BB,PEDRO,DEPOSITO,2022-02-06T13:15:28,228.68
1045,4404,NUBANK,CLARA,SAQUE,2022-02-08T20:59:39,393.31
1080,5913,ITAU,CLARA,DEPOSITO,2022-02-07T16:13:37,460.42
1065,5212,ITAU,FELIPE,DEPOSITO,2022-02-10T05:50:50,555.84
1084,6756,SANTANDER,CRISTINA,SAQUE,2022-02-04T18:33:33,45.9
1070,8476,NUBANK,JOAO,DEPOSITO,2022-02-02T23:09:57,309.22
1088,6732,BB,PEDRO,DEPOSITO,2022-02-09T08:45:42,674.19
1050,6242,BRADESCO,FELIPE,DEPOSITO,2022-02-02T04:41:05,781.14
1032,9095,NUBANK,MARCELO,SAQUE,2022-02-08T12:30:23,250.26
1067,5343,SANTANDER,JOAO,SAQUE,2022-02-02T05:25:21,306.79
1018,9940,BB,CLARA,DEPOSITO,2022-02-11T22:22:37,30.63
1002,5331,BRADESCO,MARCELO,SAQUE,2022-02-05T22:40:28,183.67
1084,5913,ITAU,CLARA,DEPOSITO,2022-02-07T16:13:37,460.42
1031,7061,BRADESCO,FELIPE,DEPOSITO,2022-02-11T12:48:19,402.85
1071,6158,NUBANK,MARCELO,DEPOSITO,2022-02-05T20:00:26,514.46
1031,8258,SANTANDER,FELIPE,SAQUE,2022-02-08T13:31:54,368.04
1004,4078,BB,FELIPE,SAQUE,2022-02-09T06:41:23,811.05
1042,1065,SANTANDER,CLARA,DEPOSITO,2022-02-01T03:06:16,555.04
1045,6889,NUBANK,JOAO,SAQUE,2022-02-01T23:07:45,744.61
1008,6465,SANTANDER,MARCELO,DEPOSITO,2022-02-03T15:26:35,555.1
1041,4341,SANTANDER,CRISTINA,SAQUE,2022-02-05T06:32:14,396.22
1066,4341,SANTANDER,CRISTINA,SAQUE,2022-02-05T06:32:14,396.22
1082,9979,BB,LUCIA,DEPOSITO,2022-02-12T04:19:30,551.4
1042,5212,ITAU,FELIPE,DEPOSITO,2022-02-10T05:50:50,555.84
1028,4472,NUBANK,LUCIA,SAQUE,2022-02-05T09:45:02,275.91
1032,4134,ITAU,MARCELO,SAQUE,2022-02-08T01:11:47,277.31
1091,0059,BRADESCO,MARCELO,SAQUE,2022-02-06T12:10:18,180.37
1006,4658,BB,MARCELO,SAQUE,2022-02-07T14:29:48,745.91
1081,7498,NUBANK,LUCIA,DEPOSITO,2022-02-06T17:57:24,543.03
1033,6732,BB,PEDRO,DEPOSITO,2022-02-09T08:45:42,674.19
1010,7061,BRADESCO,FELIPE,DEPOSITO,2022-02-11T12:48:19,402.85
1010,0737,NUBANK,PEDRO,DEPOSITO,2022-02-08T19:48:09,572.34
1003,0838,ITAU,JOAO,SAQUE,2022-02-04T08:19:19,771.65
1013,8888,BB,MARCELO,SAQUE,2022-02-10T12:36:12,649.02
1073,0102,SANTANDER,ANA,DEPOSITO,2022-02-04T16:37:30,777.39
1094,9421,BRADESCO,JOAO,DEPOSITO,2022-02-05T08:27:28,309.95
1018,9421,BRADESCO,JOAO,DEPOSITO,2022-02-05T08:27:28,309.95
1038,9121,SANTANDER,JOAO,SAQUE,2022-02-05T23:03:30,177.26
1046,4700,SANTANDER,FELIPE,DEPOSITO,2022-02-05T07:32:23,103.59
1054,6622,BRADESCO,LUCIA,DEPOSITO,2022-02-01T17:56:55,756.05
1010,8730,NUBANK,ANA,DEPOSITO,2022-02-11T12:36:04,984.3
1012,2537,NUBANK,MARCELO,SAQUE,2022-02-04T05:18:55,336.41
